DomainValueId	Explanation							
301	The mean annual soil temperature is 22 °C or higher, and the difference between mean summer and mean winter soil temperatures is more than 6 °C either at a depth of 50 cm from the soil surface or at a densic, lithic, or paralithic contact, whichever is shallower.							
302	The mean annual soil temperature is 22 °C or higher. The mean summer and mean winter soil temperatures differ by less than 6 °C at a depth of 50 cm or at a densic, lithic, or paralithic contact, whichever is shallower.							
303								
304								
305								
306								
307								
308								
309								
310								
311	No essential elements or details are missing from the description, sampling or analysis. The accuracy and reliability of the description and analytical results permit the full characterization of all soil horizons to a depth of 125 cm, or more if required for classification, or down to a C or R horizon or layer, which may be shallower.							
312	No essential elements or details are missing from the description, sampling or analysis. The accuracy and reliability of the description and analytical results permit the full characterization of all soil horizons to a depth of 125 cm, or more if required for classification, or down to a C or R horizon or layer, which may be shallower. Soil description is done without sampling.							
313	No essential elements are missing from the description, sampling or analysis. The number of samples collected is sufficient to characterize all major soil horizons, but may not allow precise definition of all subhorizons, especially in the deeper soil. The profile depth is 80 cm or more, or down to a C or R horizon or layer, which may be shallower. Additional augering and sampling may be required for lower level classification.							
314	No essential elements are missing from the description, sampling or analysis. The number of samples collected is sufficient to characterize all major soil horizons, but may not allow precise definition of all subhorizons, especially in the deeper soil. The profile depth is 80 cm or more, or down to a C or R horizon or layer, which may be shallower. Additional augering and sampling may be required for lower level classification. Soil description is done without sampling.							
315								
316								
317								
318								
319	Certain relevant elements are missing from the description, an insufficient number of samples was collected, or the reliability of the analytical data does not permit a complete characterization of the soil. However, the description is useful for specific purposes and provides a satisfactory indication of the nature of the soil at high levels of soil taxonomic classification.							
320	Certain relevant elements are missing from the description, an insufficient number of samples was collected, or the reliability of the analytical data does not permit a complete characterization of the soil. However, the description is useful for specific purposes and provides a satisfactory indication of the nature of the soil at high levels of soil taxonomic classification. Soil description is done without sampling.							
321	Soil augerings do no permit a comprehensive soil profile description. Augerings are made for routine soil observation and identification in soil mapping, and for that purpose normally provide a satisfactory indication of the soil characteristics. Soil samples may be collected from augerings.							
322	Soil augerings do no permit a comprehensive soil profile description. Augerings are made for routine soil observation and identification in soil mapping, and for that purpose normally provide a satisfactory indication of the soil characteristics. Soil samples may be collected from augerings. Soil description is done without sampling.							
323	Essential elements are missing from the description, preventing a satisfactory soil characterization and classification.							
324								
325								
326								
327								
328								
329								
330								
331								
332								
333								
334								
335								
336								
337								
338								
339								
340								
341								
342								
343								
344								
345								
346								
347								
348								
349								
350								
351								
352								
353								
354								
355								
356								
357								
358								
359								
360								
361								
362								
363								
364								
365								
366								
367								
368								
369								
370								
371								
372								
373								
374								
375								
376								
377								
378								
379								
380								
381								
382								
383								
384								
385								
386								
387								
388								
389								
390								
391								
392								
393								
394								
395								
396								
397								
398								
399								
400								
401								
402								
403								
404								
405								
406								
407								
408								
409								
410								
411								
412								
413								
414								
415								
416								
417								
418								
419								
420								
421								
422								
423								
424								
425								
426								
427								
428								
429								
430								
431								
432								
433								
434								
435								
436								
437								
438								
439								
440								
441								
442								
443								
444								
445								
446								
447								
448								
449								
450								
451								
452								
453								
454								
455								
456								
457								
458								
459								
460								
461								
462								
463								
464								
465								
466								
467								
468								
469								
470								
471								
472								
473								
474								
475								
476								
477								
478								
479								
480								
481								
482								
483								
484								
485								
486								
487								
488								
489								
490								
491								
492								
493								
494								
495								
496								
497								
498								
499								
500								
501								
502								
503								
504								
505								
506								
507								
508								
509								
510								
511								
512								
513								
514								
515								
516								
517								
518								
519								
520								
521								
522								
523								
524								
525								
526	Some evidence of damage to surface horizons. Original biotic functions largely intact.							
527	Clear evidence of removal of surface horizons. Original biotic functions partly destroyed.							
528	Surface horizons completely removed and subsurface horizons exposed. Original biotic functions largely destroyed.							
529	Substantial removal of deeper subsurface horizons (badlands). Original biotic functions fully destroyed.							
530								
531								
532								
533								
534								
535								
536								
537								
538								
539								
540								
541								
542								
543								
544								
545								
546								
547								
548								
549								
550								
551								
552								
553								
554								
555								
556								
557								
558								
559								
560								
561								
562								
563								
564								
565								
566								
567								
568								
569								
570								
571								
572								
573								
574								
575								
576								
577								
578								
579								
580								
581								
582								
583								
584								
585								
586								
587								
588								
589								
590								
591								
592								
593								
594								
595								
596								
597								
598								
600								
601								
602								
603	INCONSISENCY WITH UNDULATING/MOUNTAINOUS TERRAIN							
604	Gradient < 10%, relief intensity < 50 m/km, potential drainage density 0–25 receiving pixels within a 10 × 10 pixels window.							
605	Gradient < 10%, relief intensity < 50 m/km, potential drainage density 0–25 receiving pixels within a 10 × 10 pixels window.							
606	Gradient < 10%, relief intensity < 50 m/km, potential drainage density 0–25 receiving pixels within a 10 × 10 pixels window.							
607	Gradient < 10%, relief intensity < 50 m/km, potential drainage density 16–25 receiving pixels within a 10 × 10 pixels window.							
608	Gradient < 10%, relief intensity < 50 m/km, potential drainage density 6–15 receiving pixels within a 10 × 10 pixels window.							
609	Gradient 10–30%, relief intensity 50–300m/km, potential drainage density 0-15 receiving pixels within a 10 × 10 pixels window.							
610	Gradient 10–30%, relief intensity 50–100m/km, potential drainage density < 6 receiving pixels within a 10 × 10 pixels window.							
611	Gradient 10–30%, relief intensity 100–150 m/km, potential drainage density 0–15 receiving pixels within a 10 × 10 pixels window.							
612	Gradient 15–30%, relief intensity 150–300 m/km, potential drainage density 0–15 receiving pixels within a 10 × 10 pixels window.							
613	Gradient 10–30%, relief intensity 50–100 m/km, potential drainage density 0–15 receiving pixels within a 10 × 10 pixels window.							
614	Gradient 10–30%, relief intensity 100–150 m/km, potential drainage density 6–15 receiving pixels within a 10 × 10 pixels window.							
615	Gradient > 30%, relief intensity > 150 m/km, potential drainage density 0-15receiving pixels within a 10 × 10 pixels window.							
616	Gradient > 30%, relief intensity 150–300 m/km, potential drainage density < 6 receiving pixels within a 10 × 10 pixels window.							
617	Gradient > 30%, relief intensity 150–300 m/km, potential drainage density 0–15 receiving pixels within a 10 × 10 pixels window.							
618	Gradient > 30%, relief intensity > 300 m/km, potential drainage density 0–15 receiving pixels within a 10 × 10 pixels window.							
619	Gradient > 30%, relief intensity > 150 m/km, potential drainage density 6–15 receiving pixels within a 10 × 10 pixels window.							
620								
621								
622								
623								
624								
625								
626								
627								
628								
629								
630								
631								
632								
633								
634								
635								
636								
637								
638								
639								
640								
641								
642								
643								
644								
645								
646								
647								
648								
649								
650								
651								
652								
653								
654								
655								
656								
657								
658								
659								
660								
661								
662								
663								
664								
665								
666								
667								
668								
669								
670								
671								
672								
673								
674								
675								
676								
677								
678								
679								
680	Fragments show little or no signs of weathering.							
681	Partial weathering is indicated by discoloration and loss of crystal form in the outer parts of the fragments while the centres remain relatively fresh and the fragments have lost little of their original strength.							
682	All but the most resistant minerals are weathered, strongly discoloured and altered throughout the fragments, which tend to disintegrate under only moderate pressure.							
683								
684								
685								
686								
687								
688								
689								
690								
691								
692								
693								
694								
695								
696								
697								
698								
699								
700								
701								
702								
703								
704								
705								
706								
707								
708								
709								
710								
711								
712								
713								
714								
715								
716								
717								
718								
719								
720								
721								
722								
723								
724								
725								
726								
727								
728								
729								
730								
731								
732								
733								
734								
735								
736								
737								
738								
739								
740	"Attributes of dry peat
- colour: white to light brown
- visible plant tissues: only

Attributes of wet peat
- goes between the fingers by squeezing in the hand: ± clear, water
- remnant: not muddy

Source: adapted from Ad-hoc-AG-Boden, 2005."							
741	"Attributes of dry peat
- colour: dark brown
- visible plant tissues: most

Attributes of wet peat
- goes between the fingers by squeezing in the hand: brown to muddy, water
- remnant: not muddy

Source: adapted from Ad-hoc-AG-Boden, 2005."							
742	"Attributes of dry peat
- colour: dark brown to black
- visible plant tissues: more than 2/3

Attributes of wet peat
- goes between the fingers by squeezing in the hand: muddy, mud
- remnant: muddy

Source: adapted from Ad-hoc-AG-Boden, 2005."							
743	"Attributes of dry peat
- colour: dark brown to black
- visible plant tissues: 1/3 to 2/3

Attributes of wet peat
- goes between the fingers by squeezing in the hand: 1/2 to 2/3, mud
- remnant: plant structure more visible than before

Source: adapted from Ad-hoc-AG-Boden, 2005."							
744								
745	"Attributes of dry peat
- colour: dark brown to black
- visible plant tissues: 1/6 to 1/3

Attributes of wet peat
- goes between the fingers by squeezing in the hand: more or less all, mud
- remnant: only heavy decompostable remnants

Source: adapted from Ad-hoc-AG-Boden, 2005."							
746	"Attributes of dry peat
- colour: dark brown to black
- visible plant tissues: less than 1/6

Attributes of wet peat
- goes between the fingers by squeezing in the hand: more or less all, mud
- remnant: no remnant

Source: adapted from Ad-hoc-AG-Boden, 2005."							
747	Usually thick (5–30 cm) organic matter accumulation that is largely unaltered owing to lack of decomposers. This kind of organic matter layer develops in extremely nutrient-poor and coarsetextured soils under vegetation that produces a litter layer that is difficult to decompose. It is usually a sequence of Oi–Oe–Oa layers over a thin A horizon, easy to separate one layer from another and being very acid with a C/N ratio of > 29.							
748								
749	More decomposed than raw humus but characterized by an organic matter layer on top of the mineral soil with a diffuse boundary between the organic matter layer and A horizon. In the sequence of Oi–Oe–Oa layers, it is difficult to separate one layer from another. This develops in moderately nutrient-poor conditions, usually under a cool moist climate. It is usually acidic with a C/N ratio of 18–29.							
750	characterized by the periodic absence of organic matter accumulation on the surface owing to the rapid decomposition process and mixing of organic matter and the mineral soil material by bioturbation. It is usually slightly acid to neutral with a C/N ratio of 10–18.							
751								
752								
753								
754								
755								
756								
757								
758								
759								
760								
761	The mottles are evident only on close examination. Soil colours in both the matrix and mottles have closely related hues, chromas and values.							
762	Although not striking, the mottles are readily seen. The hue, chroma and value of the matrix are easily distinguished from those of the mottles. They may vary by as much as 2.5 units of hue or several units in chroma or value.							
763	The mottles are conspicuous and mottling is one of the outstanding features of the horizon. Hue, chroma and value alone or in combination are at least several units apart.							
764								
765								
766								
767	No detectable visible or audible effervescence.							
768	Audible effervescence but not visible.							
769	Visible effervescence.							
770	Strong visible effervescence. Bubbles form a low foam.							
771	Extremely strong reaction. Thick foam forms quickly.							
772								
773								
774								
775								
776	Pseudomycelia carbonates are not regarded as “secondary carbonates” if they migrate seasonally and have no permanent depth.							
777								
778								
779	EC = < 1.8 dS m-1 in 10 g soil/25 ml H2O, EC = < 0.18 dS m-1 in 10 g soil/250 ml H2O							
780	EC = < 1.8 dS m-1 in 10 g soil/250 ml H2O							
781	EC = > 1.8 dS m-1 in 10 g soil/250 ml H2O							
782	Higher amounts may be differentiated by abundance of H2O-soluble pseudomycelia/crystals and soil colour.							
783								
784								
785								
786								
787								
788	Aggregates are barely observable in place and there is only a weak arrangement of natural surfaces of weakness. When gently disturbed, the soil material breaks into a mixture of few entire aggregates, many broken aggregates, and much material without aggregate faces. Aggregate surfaces differ in some way from the aggregate interior.							
789	Aggregates are observable in place and there is a distinct arrangement of natural surfaces of weakness. When disturbed, the soil material breaks into a mixture of many entire aggregates, some broken aggregates, and little material without aggregates faces. Aggregates surfaces generally show distinct differences with the aggregates interiors.							
790	Aggregates are clearly observable in place and there is a prominent arrangement of natural surfaces of weakness. When disturbed, the soil material separates mainly into entire aggregates. Aggregates surfaces generally differ markedly from aggregate interiors.							
791	Weakly resistant to pressure	 easily broken between thumb and forefinger.						
792	Moderately resistant to pressure	 can be broken in the hands	 not breakable between thumb and forefinger.					
793	Very resistant to pressure	 can be broken in the hands only with difficulty.						
794	"Weak: aggregates are barely observable in place and there is only a weak arrangement of natural surfaces of weakness. When gently disturbed, the soil material breaks into a mixture of few entire aggregates, many broken aggregates, and much material without aggregate faces. Aggregate surfaces differ in some way from the aggregate interior.
Moderate: aggregates are observable in place and there is a distinct arrangement of natural surfaces of weakness. When disturbed, the soil material breaks into a mixture of many entire aggregates, some broken aggregates, and little material without aggregates faces. Aggregates surfaces generally show distinct differences with the aggregates interiors."							
795	"Moderate: aggregates are observable in place and there is a distinct arrangement of natural surfaces of weakness. When disturbed, the soil material breaks into a mixture of many entire aggregates, some broken aggregates, and little material without aggregates faces. Aggregates surfaces generally show distinct differences with the aggregates interiors.
Strong: ggregates are clearly observable in place and there is a prominent arrangement of natural surfaces of weakness. When disturbed, the soil material separates mainly into entire aggregates. Aggregates surfaces generally differ markedly from aggregate interiors."							
802								
803								
804								
805								
806								
807								
808								
809								
810								
811								
812								
813								
814								
815								
816								
817								
818								
819								
820								
821								
822								
823								
824								
825	Granular/platy: < 1 mm,  Prismatic/columnar/wedgeshaped: < 10 mm, Blocky/crumbly/lumpy/cloddy: < 5 mm							
826	Granular/platy: 1–2 mm,  Prismatic/columnar/wedgeshaped: 10–20 mm, Blocky/crumbly/lumpy/cloddy: 5–10 mm							
827	Granular/platy: 2–5 mm,  Prismatic/columnar/wedgeshaped: 20–50 mm, Blocky/crumbly/lumpy/cloddy: 10–20 mm							
828	Granular/platy: 5–10 mm,  Prismatic/columnar/wedgeshaped: 50–100 mm, Blocky/crumbly/lumpy/cloddy: 20–50 mm							
829	Granular/platy: > 10 mm,  Prismatic/columnar/wedgeshaped: 100–500 mm, Blocky/crumbly/lumpy/cloddy: > 50 mm							
830	Prismatic/columnar/wedgeshaped: > 500 mm							
831								
832								
833								
834								
835								
836								
837								
838	Non-coherent.							
839	Soil mass is very weakly coherent and fragile	 breaks to powder or individual grains under very slight pressure.						
840	Extremely resistant to pressure	 cannot be broken in the hand.						
841								
842								
843								
844	Non-coherent.							
845	Soil material crushes under very gentle pressure, but coheres when pressed together.							
846	Soil material crushes easily under gentle to moderate pressure between thumb and forefinger, and coheres when pressed together.							
847	Soil material crushes under moderate pressure between thumb and forefinger, but resistance is distinctly noticeable.							
848	Soil material crushes under strong pressures	 barely crushable between thumb and forefinger.						
849	Soil material crushes only under very strong pressure	 cannot be crushed between thumb and forefinger.						
850								
851								
852								
853	After release of pressure, practically no soil material adheres to thumb and finger.							
854	After pressure, soil material adheres to both thumb and finger but comes off one or the other rather cleanly. It is not appreciably stretched when the digits are separated.							
855	After pressure, soil material adheres to both thumb and finger and tends to stretch somewhat and pull apart rather than pulling free from either digit.							
856	After pressure, soil material adheres strongly to both thumb and finger and is decidedly stretched when they are separated.							
857								
858								
859	No wire is formable.							
860	Wire formable but breaks immediately if bent into a ring	 soil mass deformed by very slight force.						
861	Wire formable but breaks if bent into a ring	 slight to moderate force required for deformation of the soil mass.						
862	Wire formable and can be bent into a ring	 moderately strong to very strong force required for deformation of the soil mass.						
863								
864								
865	Crushing: dusty or hard. Forming (to a ball): not possible, seems to be warm. Moistening: going very dark. Rubbing (in the hand): not lighter. pF: 5.							
866	Crushing: makes no dust. Forming (to a ball): not possible, seems to be warm. Moistening: going dark. Rubbing (in the hand): hardly lighter. pF: 4.							
867	Crushing: makes no dust. Forming (to a ball):  possible (not sand). Moistening: going slightly dark. Rubbing (in the hand): obviously lighter. pF: 3.							
868	Crushing: is sticky. Forming (to a ball): finger moist and cool, weakly shiny. Moistening: no change of colour. Rubbing (in the hand): obviously lighter. pF: 2.							
869	Crushing: free water. Forming (to a ball): drops of water. Moistening: no change of colour. pF: 1.							
870	Crushing: free water. Forming (to a ball): drops of water without crushing. Moistening: no change of colour. pF: 0.							
871								
872								
873								
874								
875								
876								
877								
878								
879	Controlled by the fabric, or arrangement, of the soil particles, also known as textural voids. Subdivision possible into simple packing voids, which relate to the packing of sand particles, and compound packing voids, which result from the packing of non-accommodating peds. Predominantly irregular in shape and interconnected, and hard to quantify in the field.							
880								
881								
882								
883	Discontinuous spherical or elliptical voids (chambers) of sedimentary origin or formed by compressed air, e.g. gas bubbles in slaking crusts after heavy rainfall. Relatively unimportant in connection with plant growth.							
884	The layer is 50–90 percent cemented or compacted, and in general shows a regular appearance.							
885	Mostly irregular, equidimensional voids of faunal origin or resulting from tillage or disturbance of other voids. Discontinuous or interconnected. May be quantified in specific cases.							
886								
887	Elongated voids of faunal or floral origin, mostly tubular in shape and continuous, varying strongly in diameter. When wider than a few centimetres (burrow holes), they are more adequately described under biological activity.							
888	Most planes are extra-pedal voids, related to accommodating ped surfaces or cracking patterns. They are often not persistent and vary in size, shape and quantity depending on the moisture condition of the soil. Planar voids may be recorded, describing width and frequency.							
889								
890								
891								
892								
893								
894	The number of very fine pores (< 2 mm) per square decimetre is 0, the number of medium and coarse pores (> 2 mm) per square decimetre is 0.							
895	The number of very fine pores (< 2 mm) per square decimetre is 1-20, the number of medium and coarse pores (> 2 mm) per square decimetre is 1-2.							
896	The number of very fine pores (< 2 mm) per square decimetre is 20-50, the number of medium and coarse pores (> 2 mm) per square decimetre is 2-5.							
897	The number of very fine pores (< 2 mm) per square decimetre is 50-200, the number of medium and coarse pores (> 2 mm) per square decimetre is 5-20.							
898	The number of very fine pores (< 2 mm) per square decimetre is > 200, the number of medium and coarse pores (> 2 mm) per square decimetre is > 20.							
899								
900								
901								
902	Surface of coating shows only little contrast in colour, smoothness or any other property to the adjacent surface. Fine sand grains are readily apparent in the cutan. Lamellae are less than 2 mm thick.							
903	Surface of coating is distinctly smoother or different in colour from the adjacent surface. Fine sand grains are enveloped in the coating but their outlines are still visible. Lamellae are 2–5 mm thick.							
904	Surface of coatings contrasts strongly in smoothness or colour with the adjacent surfaces. Outlines of fine sand grains are not visible. Lamellae are more than 5 mm thick.							
905								
906								
907								
908								
909								
910								
911								
912	Hypodermic coatings, as used here, are field-scale features, commonly only expressed as hydromorphic features. Micromorphological hypodermic coatings include non-redox features [Bullock et al., 1985].							
913								
914								
915								
916								
917								
918								
919								
920	Slickensides are polished and grooved ped surfaces that are produced by aggregates sliding one past another.							
921								
922								
923								
924								
925								
926								
927								
928								
929								
930								
931								
932								
933								
934								
935								
936								
937	The layer is less than 50 percent cemented or compacted, and shows a rather irregular appearance.							
938	The layer is more than 90 percent cemented or compacted, and is only interrupted in places by cracks or fissures.							
939	The compacted or cemented parts are platelike and have a horizontal or subhorizontal orientation.							
940	The layer has large, equidimensional voids that may be filled with uncemented material.							
941	The layer is largely constructed from cemented spherical nodules.							
942	The layer is largely constructed from cemented nodules or concretions of irregular shape.							
943								
944								
945								
946								
947								
948								
949								
950								
951								
952								
953								
954								
955								
956	Neither cementation nor compaction observed (slakes in water).							
957	Compacted mass is appreciably harder or more brittle than other comparable soil mass (slakes in water).							
958	Cemented mass is brittle and hard, but can be broken in the hands.							
959	Cemented mass cannot be broken in the hands but is discontinuous (less than 90 percent of soil mass).							
960	Cemented mass cannot be broken in the hands and is continuous (more than 90 percent of soil mass).							
961	Cemented mass cannot be broken by body weight (75-kg standard soil scientist) (more than 90 percent of soil mass).							
962								
963	A discrete body with a concentric internal structure, generally cemented.							
964								
965	Differs from the surrounding soil mass in colour and composition but is not easily separated as a discrete body.							
966	Discrete body without an internal organization.							
967	Including pseudomycelium of carbonates or opal.							
968								
969	Discrete impregnated body still showing rock structure.							
970								
971								
972								
973								
974								
975								
976								
977								
978								
979								
980	Cannot be broken in the fingers							
981	Can be broken between forefinger and thumb nail							
982								
983								
984								
985								
986								
987								
988								
989								
990								
991								
992								
993								
994								
995								
996								
997								
998								
999								
1000								
1001								
1002								
1003								
1004								
1005								
1006								
1007								
1008								
1009								
1010								
1011								
1012								
1013								
1014								
1015								
1016								
1017	Roots with diameters < 2 mm: 0, Roots with diameters > 2 mm: 0.							
1018	Roots with diameters < 2 mm: 1–20, Roots with diameters > 2 mm: 1–2.							
1019	Roots with diameters < 2 mm: 20–50, Roots with diameters > 2 mm: 2-5.							
1020	Roots with diameters < 2 mm: 50–200, Roots with diameters > 2 mm: 5–20.							
1021	Roots with diameters < 2 mm: > 200, Roots with diameters > 2 mm: > 20.							
1022								
1023								
1024								
1025								
1026								
1027								
1028								
1029								
1030								
1031								
1032								
1033								
1034								
1035								
1036								
1037								
1038								
1039								
1040								
1041								
1042								
1043	The structure is massive without recognizable orientation.							
1044								
1045								
1046								
1047								
1048								
1049								
1050								
1051								
1052								
1053	No odour detected							
1054	Presence of gaseous or liquid gasoline, oil, creosote, etc.							
1055	Presence of H2S (hydrogen sulphide	 “rotten eggs”)	 commonly associated with strongly reduced soil containing sulphur compounds.					
1056								
1057								
1058	Level lands are all lands with dominant slopes between 0 and 8% (0° and 4°40'). Moreover, the relief intensity is such that the difference between the highest and the lowest point within one slope unit is mostly less than 50 m. 1st level landform.							
1059	Plains are all level lands that are not enclosed between higher lying lands, that do not protrude above the surrounding country, or that do not rise gently against land with a considerable steeper slope. 2nd level landform.							
1060	Plateaux are level lands that are, compared with the surrounding landscapes, situated at relatively elevated positions. Plateau can be very extensive, but must always on at least one side be bounded by a slope or escarpment (8% ore more), connecting it with lower lying land. Many so-called plateaux are in fact elevated plains, and should be classified as such. 2nd level landform.							
1061	A large tract of level land, surrounded on all sides by high, rising sloping or steep land, is characterized as a major depression. Uvalas are typical for this group. 2nd level landform.							
1062	A depression is an area of level land that is on all sides surrounded by higher lying level or sloping land. The area occupied by the band of sloping land that forms the transition from the higher ground to the floor of the depression is small compared to the area within the depression taken up by level land. 2nd level landform.							
1063	Steadily rising level land, abutting strongly sloping or steep lands, are classified as low level footslopes. They merge into other types of level land, including low gradient footslopes that rise in an opposite direction. Pediments, (coalescing) alluvial fans and other similar landforms can all be considered low level footslopes. Footslopes with a higher gradient than 8% are accommodated under hills, as such slopes are usually incised to the extent that they take a hilly character. 2nd level landform.							
1064	Elongated strips of level land, on both sides flanked by areas with sloping or steep land, constitute valley floors. Valley floors normally taper off at one end, where they are embraced by steeper land on three sides. They may connect with other types of level land or sloping land at the other end. In mountainous areas valley floors can be surrounded on all sides by steep lands, and do not necessarily have to be elongated. 2nd level landform.							
1065								
1066								
1067	Sloping land embraces all landforms that have dominant slopes between 8% and 30%, combined with in most cases a relief intensity of more than 50 m per slope unit. In general, sloping land will be more heterogeneous with respect to its slope than level land. 1st level landform.							
1068	Relatively gently sloping (15-30% gradient) mountains with a local relief intensity of more than 600 m. Many volcanoes will fall into this category, as do several foothill zones of major mountain systems. 2nd level landform.							
1069	All sloping land with an undulating relief (minimum relief intensity 50 m per slope unit), not elongated, or more than 600 m high, or incorporated in mountainous terrain, are considered hills. This group does not only include hilly landforms, but also accommodates other landforms such as medium-gradient footslopes, etc. 2nd level landform.							
1070	Relatively gently sloping (usually 15-30% gradient) zone that forms a transition between high and low lying country. The local relief intensity of this landform is normally less than 600 m/2 km. 2nd level landform.							
1071	A ridge meets all the qualifications of medium-gradient hills, but has an elongated shape with a single crest, which may have a more or less constant elevation, or may contain a number of peaks. Relatively narrow plateaus are excluded from this landform group. 2nd level landform.							
